conv_id,turn,speaker,clause_number,clause,emotion,expanded emotion cause evidence,expanded emotion cause span,type
tr_2421,7,A,1,Arm - I think it was in the CD shop in the Mall .,happiness,[5],[],['self-contagion']
tr_2421,7,A,2,Have you been there ?,happiness,[5],[],['self-contagion']
tr_2421,8,B,1,Yes .,happiness,"[5, 8]",[],"['no-context', 'inter-personal']"
tr_2421,8,B,2,I buy a lot of stuff from there .,happiness,"[5, 8]",[],"['no-context', 'inter-personal']"
tr_2421,8,B,3,"It's a good shop , isn't it ?",happiness,"[5, 8]","[""It's a good shop , isn't it ?""]","['no-context', 'inter-personal']"
tr_2421,9,A,1,Yes .,happiness,[9],[],['no-context']
tr_2421,9,A,2,"Hey , I've got some photos of our holiday in Ireland .",happiness,[9],"[""Hey , I've got some photos of our holiday in Ireland .""]",['no-context']
tr_2421,9,A,3,Would you like to see them ?,happiness,[9],[],['no-context']
tr_2421,10,B,1,Why not ?,happiness,[9],[],['inter-personal']
tr_2421,10,B,2,I'd love to !,happiness,[9],[],['inter-personal']
tr_5251,1,A,1,"Hello everyone , and welcome to our CPR for beginners course .",neutral,[],[],[]
tr_5251,1,A,2,"First of all , does anyone know what CPR stands for ?",neutral,[],[],[]
tr_5251,2,B,1,Cardiopulmonary resuscitation !,happiness,['b'],[],['latent']
tr_5251,3,A,1,That ' s right !,neutral,[],[],[]
tr_5251,3,A,2,We apply CPR in the case of cardiac arrest or pulmonary arrest .,neutral,[],[],[]
tr_5251,4,B,1,What does that mean ?,neutral,[],[],[]
tr_5251,5,A,1,"Well , basically if your heart stops pumping blood , or your lungs stop pumping air , then we need to get them going again !",neutral,[],[],[]
tr_5251,5,A,2,That ' s when we have to apply this procedure .,neutral,[],[],[]
tr_5251,5,A,3,Let ' s begin !,neutral,[],[],[]
tr_5251,5,A,4,I need a volunteer .,neutral,[],[],[]
tr_5251,6,B,1,Me !,excited,[5],[],['inter-personal']
tr_5251,6,B,2,Me !,excited,[5],[],['inter-personal']
tr_5251,7,A,1,"Alright , come here and lay flat on your back .",neutral,[],[],[]
tr_5251,7,A,2,Let ' s suppose this young woman has stopped breathing .,neutral,[],[],[]
tr_5251,7,A,3,We must lift the person ' s chin so that we clear a pathway for air to get into the lungs .,neutral,[],[],[]
tr_5251,7,A,4,"Then we place our mouth over the other person ' s mouth and blow air two or three times , like this .",neutral,[],[],[]
tr_5251,8,B,1,"Wait , what are you doing ?",surprise,[8],[],['no-context']
tr_5251,8,B,2,I ' m a married woman !,surprise,[8],[],['no-context']
tr_5251,8,B,3,You can ' t just try to kiss me like this !,surprise,[8],"[""You can ' t just try to kiss me like this !""]",['no-context']
tr_5251,9,A,1,Madam I ' m not trying to kiss you !,neutral,[],[],[]
tr_5251,9,A,2,I am trying to demonstrate how to apply CPR in the case of an emergency .,neutral,[],[],[]
tr_5251,10,B,1,"Well , OK .",neutral,[],[],[]
tr_5251,10,B,2,But no French kissing !,neutral,[],[],[]
tr_5251,11,A,1,"As I was saying , we blow air through the mouth in this manner .",neutral,[],[],[]
tr_5251,11,A,2,"Once this is done , we must try to get the heart going again .",neutral,[],[],[]
tr_5251,11,A,3,"To do this , we place our hands over the person ' s chest , and press down firmly two or three times .",neutral,[],[],[]
tr_5251,12,B,1,"Wait , what are you doing !",surprise,[12],[],['no-context']
tr_5251,12,B,2,You can ' t just kiss me then go for second base !,surprise,[12],"[""You can ' t just kiss me then go for second base !""]",['no-context']
tr_1231,1,A,1,Look !,happiness,[1],[],['no-context']
tr_1231,1,A,2,This picture of Mom in her cap and gown .,happiness,[1],['This picture of Mom in her cap and gown .'],['no-context']
tr_1231,2,B,1,Isn't it lovely !,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_1231,2,B,2,That's when she got her Master's Degree from Miami University .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_1231,3,A,1,"Yes , we are very proud of her .",happiness,"[1, 2, 3]","['Yes , we are very proud of her .']","['no-context', 'hybrid']"
tr_1231,4,B,1,"Oh , that's a nice one of all of you together .",happiness,[4],"[""Oh , that's a nice one of all of you together .""]",['no-context']
tr_1231,4,B,2,Do you have the negative ?,happiness,[4],[],['no-context']
tr_1231,4,B,3,May I have a copy ?,happiness,[4],[],['no-context']
tr_1231,5,A,1,"Surely , I'll have one made for you .",happiness,"[1, 2, 3]",[],['hybrid']
tr_1231,5,A,2,You want a print ?,happiness,"[1, 2, 3]",[],['hybrid']
tr_1231,6,B,1,No .,happiness,[4],[],['self-contagion']
tr_1231,6,B,2,"I'd like a slide , I have a new projector .",happiness,[4],[],['self-contagion']
tr_1231,7,A,1,I'd like to see that myself .,happiness,"[1, 2, 3, 6, 7]","[""I'd like to see that myself .""]","['no-context', 'hybrid']"
tr_1231,8,B,1,"Have a wallet size print made for me , too .",happiness,[4],[],['self-contagion']
tr_1231,9,A,1,Certainly .,happiness,"[1, 2, 3]",[],['hybrid']
tr_3139,1,A,1,"Hi , Tony .",neutral,[],[],[]
tr_3139,1,A,2,Haven ' t seen you for a long time .,neutral,[],[],[]
tr_3139,1,A,3,How have you been ?,neutral,[],[],[]
tr_3139,2,B,1,"OK , I ' Ve been looking for a job for days , and I haven ' t found one yet .",neutral,[],[],[]
tr_3139,2,B,2,It's so hard finding work these days .,neutral,[],[],[]
tr_3139,2,B,3,Have you had any luck ?,neutral,[],[],[]
tr_3139,3,A,1,"Yes , I've got a job , a waiter's job in a restaurant .",neutral,[],[],[]
tr_3139,4,B,1,Are you well paid ?,neutral,[],[],[]
tr_3139,5,A,1,"Well , $ 10 per hour , but I can keep the tips .",neutral,[],[],[]
tr_3139,5,A,2,That comes to roughly $ 80 every evening,neutral,[],[],[]
tr_3139,6,B,1,Not bad .,neutral,[],[],[]
tr_3139,7,A,1,"Actually , there's still another opening .",happiness,[7],"[""Actually , there's still another opening .""]",['no-context']
tr_3139,7,A,2,"If you are interested , you ' ll surely get it .",happiness,[7],[],['no-context']
tr_3139,8,B,1,That ' s great !,happiness,"[7, 7, 8]","[""That ' s great !""]","['no-context', 'inter-personal']"
tr_3139,8,B,2,I ' ll go there right now and speak with the boss .,happiness,"[7, 7, 8]",[],"['no-context', 'inter-personal']"
tr_3139,9,A,1,There ' s no rush .,happiness,"[7, 9]",[],"['no-context', 'self-contagion']"
tr_3139,9,A,2,You can see him tomorrow .,happiness,"[7, 9]",[],"['no-context', 'self-contagion']"
tr_3139,9,A,3,I ' Ve told him about you .,happiness,"[7, 9]",[],"['no-context', 'self-contagion']"
tr_3139,9,A,4,He promised to give you the job .,happiness,"[7, 9]",['He promised to give you the job .'],"['no-context', 'self-contagion']"
tr_3139,10,B,1,"That was nice of you , Susan .",happiness,"[7, 7, 8, 9]",[],['hybrid']
tr_3139,10,B,2,Thanks a lot .,happiness,"[7, 7, 8, 9]",[],['hybrid']
tr_3139,11,A,1,"Think nothing of it , Tony .",neutral,[],[],[]
tr_3139,11,A,2,I ' m sure you ' d do the same for me .,neutral,[],[],[]
tr_3139,12,B,1,Could you tell me a bit more about the work there ?,neutral,[],[],[]
tr_3139,12,B,2,"I mean , those dos and don'ts .",neutral,[],[],[]
tr_3139,12,B,3,"I am a green hand , you know .",neutral,[],[],[]
tr_3139,13,A,1,"First of all , you must be punctual .",neutral,[],[],[]
tr_3139,13,A,2,You should be there before 6 p .,neutral,[],[],[]
tr_3139,13,A,3,m .,neutral,[],[],[]
tr_3139,13,A,4,so that you will have half an hour for preparation changing clothes and things like that .,neutral,[],[],[]
tr_3139,13,A,5,"Then , remember you should smile .",neutral,[],[],[]
tr_3139,13,A,6,Smile to your customers all the time .,neutral,[],[],[]
tr_3139,13,A,7,Never pull a long face even If you feel awful that day .,neutral,[],[],[]
tr_3139,13,A,8,Anything else ?,neutral,[],[],[]
tr_3139,13,A,9,"Oh , yes .",neutral,[],[],[]
tr_3139,13,A,10,Never argue with your boss .,neutral,[],[],[]
tr_3139,13,A,11,"Learn to say ' Yes , sir . '",neutral,[],[],[]
tr_3139,14,B,1,"Be a yes-man , you mean ?",neutral,[],[],[]
tr_3139,15,A,1,You may put it that way if you like .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_3139,15,A,2,Don ' t worry .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_3139,15,A,3,You ' ll have no problem .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_3139,16,B,1,I hope not .,happiness,[15],[],['inter-personal']
tr_3216,1,A,1,Would you talk to me about taking one of Dr .,neutral,[],[],[]
tr_3216,1,A,2,Miller's classes ?,neutral,[],[],[]
tr_3216,2,B,1,Yes .,neutral,[],[],[]
tr_3216,2,B,2,Have you ever been in one of his classes ?,neutral,[],[],[]
tr_3216,3,A,1,I'm thinking about taking his class next semester .,neutral,[],[],[]
tr_3216,4,B,1,He was a very easy teacher .,neutral,[],[],[]
tr_3216,4,B,2,Are you thinking of taking a class with him ?,neutral,[],[],[]
tr_3216,5,A,1,"I'm not sure because I really need to learn something , but I also worry about grades .",neutral,[],[],[]
tr_3216,6,B,1,"Grades are important , but don't you think that gaining the knowledge is important , too ?",neutral,[],[],[]
tr_3216,7,A,1,I really need to learn this stuff .,happiness,[7],['I really need to learn this stuff .'],['no-context']
tr_3216,8,B,1,He made everything so interesting that the time just flew by .,neutral,[],[],[]
tr_3216,8,B,2,Do you know what I mean ?,neutral,[],[],[]
tr_3216,9,A,1,"Yes , that sounds right for me .",happiness,"[8, 9]","['Yes , that sounds right for me .']","['no-context', 'inter-personal']"
tr_3216,10,B,1,Did you know that he came here last year after 10 years in the military ?,neutral,[],[],[]
tr_3216,11,A,1,"Yeah , I already knew that .",happiness,[10],[],['inter-personal']
tr_3216,11,A,2,That could be a good thing .,happiness,[10],[],['inter-personal']
tr_3216,12,B,1,I think you know that you have to make the best decision for you .,happiness,['b'],['I think you know that you have to make the best decision for you .'],['latent']
tr_3216,12,B,2,Enjoy your year !,happiness,['b'],[],['latent']
tr_700,1,A,1,I'm better now .,happiness,[1],"[""I'm better now .""]",['no-context']
tr_700,1,A,2,Want to play again ?,happiness,[1],[],['no-context']
tr_700,2,B,1,I'll let you break the balls this time .,happiness,[1],[],['inter-personal']
tr_700,3,A,1,Let's get all the balls out of the pockets .,happiness,"[1, 2]",[],['hybrid']
tr_700,4,B,1,OK .,happiness,[1],[],['inter-personal']
tr_700,4,B,2,How much do you want to bet on this game ?,happiness,[1],[],['inter-personal']
tr_700,5,A,1,You are crazy .,surprise,[4],[],['inter-personal']
tr_700,5,A,2,Gambling is against my principles .,surprise,[4],[],['inter-personal']
tr_3410,1,A,1,"Julia , why have you prepared a candlelight dinner ?",neutral,[],[],[]
tr_3410,1,A,2,Anything special to celebrate ?,neutral,[],[],[]
tr_3410,1,A,3,Did you get a promotion ?,neutral,[],[],[]
tr_3410,2,B,1,"Honey , don't tell me that you forgot our anniversary , did you ?",surprise,"[1, 2]","[""Honey , don't tell me that you forgot our anniversary , did you ?""]","['no-context', 'inter-personal']"
tr_3410,3,A,1,"Oh , my dear , how can I forget such an important day ?",happiness,"[2, 3, 3]","['Oh , my dear , how can I forget such an important day ?']","['no-context', 'inter-personal']"
tr_3410,3,A,2,I was just kidding .,happiness,"[2, 3, 3]",['I was just kidding .'],"['no-context', 'inter-personal']"
tr_3410,3,A,3,Look at this box .,happiness,"[2, 3, 3]",[],"['no-context', 'inter-personal']"
tr_3410,4,B,1,What's in it ?,neutral,[],[],[]
tr_3410,5,A,1,Have a guess .,neutral,[],[],[]
tr_3410,6,B,1,A necklace ?,neutral,[],[],[]
tr_3410,7,A,1,No .,neutral,[],[],[]
tr_3410,8,B,1,I have no idea .,neutral,[],[],[]
tr_3410,9,A,1,Open it now .,neutral,[],[],[]
tr_3410,10,B,1,"Oh , my god .",surprise,[10],[],['no-context']
tr_3410,10,B,2,A diamond brooch .,surprise,[10],[],['no-context']
tr_3410,10,B,3,It's so beautiful .,surprise,[10],[],['no-context']
tr_3410,10,B,4,"You're so kind to me , A .",surprise,[10],[],['no-context']
tr_3410,10,B,5,Thank you !,surprise,[10],[],['no-context']
tr_3410,11,A,1,"You're welcome , honey .",happiness,[10],[],['inter-personal']
tr_3410,11,A,2,I hope we will celebrate our golden wedding anniversary in future .,happiness,[10],[],['inter-personal']
tr_1283,1,A,1,"Beautiful day , isn't it ?",happiness,[1],"[""Beautiful day , isn't it ?""]",['no-context']
tr_1283,2,B,1,"Yes , it's not like what the radio said at all .",happiness,"[1, 2]","[""Yes , it's not like what the radio said at all .""]","['no-context', 'inter-personal']"
tr_1283,3,A,1,I wish it would stay this way for the weekend .,happiness,"[1, 2, 3]",['I wish it would stay this way for the weekend .'],"['no-context', 'hybrid']"
tr_1283,4,B,1,As long as it doesn't snow !,happiness,"[1, 2, 3]",[],['hybrid']
tr_1006,1,A,1,"Hey , Leo .",neutral,[],[],[]
tr_1006,1,A,2,How come you look so terrible ?,neutral,[],[],[]
tr_1006,1,A,3,What ' s going ' on ?,neutral,[],[],[]
tr_1006,2,B,1,You can say that again .,anger,[2],[],['no-context']
tr_1006,2,B,2,"Susan ' brother dropped in from out of town , so I offered to put him up for a few days .",anger,[2],[],['no-context']
tr_1006,2,B,3,But he ' s driving me up a wall .,anger,[2],[],['no-context']
tr_1006,2,B,4,This guy is bottomless pit .,anger,[2],[],['no-context']
tr_1006,3,A,1,How gross !,surprise,[2],[],['inter-personal']
tr_1006,3,A,2,I can ' t handle people like that .,surprise,[2],[],['inter-personal']
tr_1006,3,A,3,Does he at least give you a hand around the house ?,surprise,[2],[],['inter-personal']
tr_1006,4,B,1,He doesn ' t lift a finger !,anger,"[2, 4]",[],"['no-context', 'self-contagion']"
tr_1006,4,B,2,I bend over backwards cleaning up all day,anger,"[2, 4]",[],"['no-context', 'self-contagion']"
tr_1006,4,B,3,and he sleeps in until noon .,anger,"[2, 4]",[],"['no-context', 'self-contagion']"
tr_1006,5,A,1,"Man , what a freeloader .",neutral,[],[],[]
tr_1006,5,A,2,You better do something quick or he ' ll never hit the road .,neutral,[],[],[]
tr_1006,5,A,3,"After all , he ' s got it made in the shade here .",neutral,[],[],[]
tr_1006,6,B,1,You think he might stay even longer ? !,surprise,[5],[],['inter-personal']
tr_1006,7,A,1,"Now , don ' t go losing your temper .",neutral,[],[],[]
tr_1006,7,A,2,"If you tolerated all you can , just kick him out ... but do it with gloves .",neutral,[],[],[]
tr_1006,7,A,3,I know !,neutral,[],[],[]
tr_1006,7,A,4,Tell him a white lie like you ' re getting the house fumigated !,neutral,[],[],[]
tr_1006,8,B,1,That wouldn ' t be a lie !,anger,"[2, 4]",[],['self-contagion']
tr_1143,1,A,1,Many congratulations on your winning the game .,happiness,[1],['Many congratulations on your winning the game .'],['no-context']
tr_1143,2,B,1,"That ' s very kind of you , but it ' s nothing special .",happiness,[1],[],['inter-personal']
tr_1143,3,A,1,You were doing great out there !,happiness,[3],['You were doing great out there !'],['no-context']
tr_1143,4,B,1,"Well , actually it ' s just about luck .",happiness,[3],[],['inter-personal']
tr_1928,1,A,1,Do you have a bf ?,neutral,[],[],[]
tr_1928,2,B,1,"Yes , I had a bf before .",neutral,[],[],[]
tr_1928,3,A,1,Why you say bf before ?,neutral,[],[],[]
tr_1928,4,B,1,We parted from each other last month .,neutral,[],[],[]
tr_1928,5,A,1,Have you got a new one ?,neutral,[],[],[]
tr_1928,6,B,1,"Mmmm , no .",neutral,[],[],[]
tr_1928,6,B,2,How about you ?,neutral,[],[],[]
tr_1928,7,A,1,"I am single , I have no real of , only an E-gf , that is you .",neutral,[],[],[]
tr_1928,8,B,1,"Haha , so you are my E-bf .",happiness,[7],[],['inter-personal']
tr_1928,9,A,1,I like you .,happiness,[9],['I like you .'],['no-context']
tr_1928,9,A,2,Do you agree to be my of ?,happiness,[9],[],['no-context']
tr_1928,10,B,1,Mmmm .,happiness,"[9, 10]",[],"['no-context', 'inter-personal']"
tr_1928,10,B,2,..,happiness,"[9, 10]",[],"['no-context', 'inter-personal']"
tr_1928,10,B,3,"OK , let's try to be .",happiness,"[9, 10]","[""OK , let's try to be .""]","['no-context', 'inter-personal']"
tr_1928,11,A,1,Wow !,happiness,[10],[],['inter-personal']
tr_1928,11,A,2,Blablablabla . . .,happiness,[10],[],['inter-personal']
tr_1928,12,B,1,Hey !,happiness,"[9, 10]",[],['hybrid']
tr_1928,12,B,2,What is it ?,happiness,"[9, 10]",[],['hybrid']
tr_1928,13,A,1,I am flying like a bird .,happiness,[10],[],['inter-personal']
tr_1928,14,B,1,LL,happiness,"[9, 10]",[],['hybrid']
tr_1928,15,A,1,I am so happy .,happiness,[10],[],['inter-personal']
tr_1928,15,A,2,I want to drink a cup of champagne .,happiness,[10],[],['inter-personal']
tr_1928,16,B,1,I have no champagne right now .,happiness,"[9, 10]",[],['hybrid']
tr_1928,16,B,2,How about this ?,happiness,"[9, 10]",[],['hybrid']
tr_1928,17,A,1,"It's OK , so I send you this .",happiness,[10],[],['inter-personal']
tr_1928,18,B,1,Is it made of chocolate ?,happiness,[17],[],['inter-personal']
tr_1928,19,A,1,It's my heart ; it's made of what you like .,happiness,[19],"[""It's my heart ; it's made of what you like .""]",['no-context']
tr_1928,20,B,1,"Oh , I will have a sweet dream .",happiness,[19],[],['inter-personal']
tr_1928,21,A,1,Are you sleepy ?,happiness,[20],[],['inter-personal']
tr_1928,22,B,1,A little bit .,happiness,"[20, 22]",[],"['no-context', 'self-contagion']"
tr_1928,22,B,2,I have to go to sleep though I don't want to .,happiness,"[20, 22]","[""I have to go to sleep though I don't want to .""]","['no-context', 'self-contagion']"
tr_1928,23,A,1,"Yes , I do not want to see ur sleeping in the office .",happiness,[20],[],['inter-personal']
tr_1928,24,B,1,Thx .,happiness,"[20, 23]",[],['hybrid']
tr_1928,24,B,2,Bye for now .,happiness,"[20, 23]",[],['hybrid']
tr_1928,24,B,3,Kisssssssssss .,happiness,"[20, 23]",[],['hybrid']
tr_1928,25,A,1,"C U here , honey .",happiness,"[20, 24]",[],['inter-personal']
tr_1090,1,A,1,The band is pretty good .,neutral,[],[],[]
tr_1090,1,A,2,How do you like the music ?,neutral,[],[],[]
tr_1090,2,B,1,it's very nice .,neutral,[],[],[]
tr_1090,2,B,2,I haven't heard live music in a while .,neutral,[],[],[]
tr_1090,2,B,3,This is fun .,neutral,[],[],[]
tr_1090,3,A,1,"well , then , may I invite you for the next dance ?",neutral,[],[],[]
tr_1090,4,B,1,of course .,neutral,[],[],[]
tr_1090,4,B,2,But I'm afraid I'm not much of a dancer ...,neutral,[],[],[]
tr_1090,5,A,1,don't worry .,neutral,[],[],[]
tr_1090,5,A,2,I'm not much of a dancer myself .,neutral,[],[],[]
tr_1090,6,B,1,you're dancing so well .,happiness,[6],"[""you're dancing so well .""]",['no-context']
tr_1090,7,A,1,you dance beautifully too .,happiness,"[6, 7]",['you dance beautifully too .'],"['no-context', 'inter-personal']"
tr_1090,8,B,1,when did you learn to dance ?,neutral,[],[],[]
tr_1090,9,A,1,in college .,neutral,[],[],[]
tr_1090,9,A,2,But I don't dance very often .,neutral,[],[],[]
tr_1090,9,A,3,What's your favourite dance ?,neutral,[],[],[]
tr_1090,10,B,1,it's hard to say .,neutral,[],[],[]
tr_1090,10,B,2,It depends .,neutral,[],[],[]
tr_1090,10,B,3,But I love the waltz .,neutral,[],[],[]
tr_1090,11,A,1,how about tango ?,neutral,[],[],[]
tr_1090,12,B,1,"oh , I like it .",neutral,[],[],[]
tr_1090,12,B,2,"It's such a beautiful dance , but I can't do it well .",neutral,[],[],[]
tr_1090,12,B,3,What about you ?,neutral,[],[],[]
tr_1090,13,A,1,Tango is my favorite .,neutral,[],[],[]
tr_1090,13,A,2,Anything but hip-hop or the foxtrot .,neutral,[],[],[]
tr_1090,14,B,1,thank you for the dance .,neutral,[],[],[]
tr_1090,15,A,1,my pleasure .,happiness,"[14, 15]",['my pleasure .'],"['no-context', 'inter-personal']"
tr_1090,15,A,2,Let's go and have a drink .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_1090,16,B,1,ok .,happiness,[15],[],['inter-personal']
tr_3261,1,A,1,Why don ' t we go the cinema tonight ?,happiness,"[1, 'b']","[""Why don ' t we go the cinema tonight ?""]","['latent', 'no-context']"
tr_3261,2,B,1,That sounds good,happiness,[1],[],['inter-personal']
tr_3261,2,B,2,but I don ' t know what ' s on .,happiness,[1],[],['inter-personal']
tr_3261,3,A,1,I think there ' s a very romantic new film starring Hugh Grant .,happiness,"[1, 'b', 2, 3]","[""I think there ' s a very romantic new film starring Hugh Grant .""]","['latent', 'no-context', 'hybrid']"
tr_3261,3,A,2,Let ' s go and see that .,happiness,"[1, 'b', 2, 3]",[],"['latent', 'no-context', 'hybrid']"
tr_3261,4,B,1,"Ok , that ' s a good idea .",happiness,[3],[],['inter-personal']
tr_3261,4,B,2,Where shall we meet ?,happiness,[3],[],['inter-personal']
tr_3261,5,A,1,Well how about meeting at my place ?,happiness,"[1, 'b', 2, 3, 4]",['Well how about meeting at my place ?'],"['latent', 'hybrid']"
tr_3261,6,B,1,That sounds good .,happiness,[3],[],['inter-personal']
tr_3261,6,B,2,I ' ll call you once I arrive .,happiness,[3],[],['inter-personal']
tr_1444,1,A,1,What's the time now ?,neutral,[],[],[]
tr_1444,2,B,1,"Sorry , I don't know , there's something wrong with my watch .",neutral,[],[],[]
tr_1444,3,A,1,"You've simply forgotten to wind it up , have you ?",neutral,[],[],[]
tr_1444,3,A,2,When do you usually wind it up ?,neutral,[],[],[]
tr_1444,4,B,1,"In the coming , before going to work .",neutral,[],[],[]
tr_1444,5,A,1,You got up so late today .,neutral,[],[],[]
tr_1444,5,A,2,"You have , I think .",neutral,[],[],[]
tr_1444,5,A,3,Turn on the TV and set your watch by it .,neutral,[],[],[]
tr_1444,6,B,1,OK .,happiness,['b'],[],['latent']
tr_1444,6,B,2,I'll turn it on .,happiness,['b'],[],['latent']
tr_1444,7,A,1,All right .,happiness,['b'],[],['latent']
tr_1444,7,A,2,It's just four o'clock .,happiness,['b'],[],['latent']
tr_1444,8,B,1,"Well , I'm setting my watch at four .",happiness,['b'],[],['latent']
tr_1444,8,B,2,Thank you .,happiness,['b'],[],['latent']
tr_1444,9,A,1,You are welcome .,happiness,"[7, 8]",[],['hybrid']
tr_2487,1,A,1,I think it's high time we had lunch .,happiness,['b'],[],['latent']
tr_2487,2,B,1,Of course .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_2487,2,B,2,I can eat a horse now .,happiness,"[1, 2]",['I can eat a horse now .'],"['no-context', 'inter-personal']"
tr_2487,3,A,1,I am sorry for that .,happiness,"['b', 3]",[],"['latent', 'no-context']"
tr_2487,3,A,2,I was so attracted by the beautiful scenery .,happiness,"['b', 3]",['I was so attracted by the beautiful scenery .'],"['latent', 'no-context']"
tr_2487,4,B,1,Where shall we go now ?,happiness,"[1, 2]",[],['hybrid']
tr_2487,4,B,2,A Chinese restaurant or a local one ?,happiness,"[1, 2]",[],['hybrid']
tr_2487,5,A,1,I suppose the local one .,happiness,"['b', 3]",[],"['latent', 'self-contagion']"
tr_2787,1,A,1,Are you free this Saturday evening ?,neutral,[],[],[]
tr_2787,2,B,1,"Oh , it seems there is nothing that evening .",neutral,[],[],[]
tr_2787,3,A,1,Would you like to go to the concert with me ?,happiness,[3],['Would you like to go to the concert with me ?'],['no-context']
tr_2787,4,B,1,"I'd like to , where ?",happiness,"[3, 4]","[""I'd like to , where ?""]","['no-context', 'inter-personal']"
tr_2787,5,A,1,At our club .,neutral,[],[],[]
tr_2787,6,B,1,When ?,neutral,[],[],[]
tr_2787,7,A,1,At 7:30 p . m .,neutral,[],[],[]
tr_2787,8,B,1,"I'll go in time , thank you .",happiness,"[3, 4]",[],['hybrid']
tr_2787,9,A,1,I'm so pleased that you can go .,happiness,[9],"[""I'm so pleased that you can go .""]",['no-context']
tr_7161,1,A,1,Did you call me ?,neutral,[],[],[]
tr_7161,2,B,1,Thank you for returning my call .,happiness,[2],['Thank you for returning my call .'],['no-context']
tr_7161,3,A,1,What was your call about ?,neutral,[],[],[]
tr_7161,4,B,1,I wanted to have a talk with you about your son .,neutral,[],[],[]
tr_7161,5,A,1,What did he do ?,neutral,[],[],[]
tr_7161,6,B,1,He was messing around last week in class .,neutral,[],[],[]
tr_7161,7,A,1,Exactly what did he do ?,surprise,[6],[],['inter-personal']
tr_7161,8,B,1,"Even though I asked him not to , he kept speaking out in class .",neutral,[],[],[]
tr_7161,9,A,1,I don't know what his problem is .,neutral,[],[],[]
tr_7161,10,B,1,"I need you to talk to him , if you don't mind .",neutral,[],[],[]
tr_7161,11,A,1,"That won't happen again , I'm sorry .",sadness,"[8, 9]",[],['hybrid']
tr_7161,12,B,1,Thank you .,happiness,"[11, 11]",[],['inter-personal']
tr_7161,12,B,2,Hopefully I won't have to call about him again .,happiness,"[11, 11]",[],['inter-personal']
tr_904,1,A,1,He followed me all the way home !,fear,[1],['He followed me all the way home !'],['no-context']
tr_904,2,B,1,That's about five blocks .,neutral,[],[],[]
tr_904,2,B,2,And around corners too .,neutral,[],[],[]
tr_904,2,B,3,So he was definitely following you .,neutral,[],[],[]
tr_904,3,A,1,"Yes , he was .",fear,[1],[],['self-contagion']
tr_904,3,A,2,I'm not imagining it .,fear,[1],[],['self-contagion']
tr_904,3,A,3,"Finally , just when I got home , I turned around and looked at him .",fear,[1],[],['self-contagion']
tr_904,3,A,4,He was just standing there .,fear,[1],[],['self-contagion']
tr_904,3,A,5,He didn't smile .,fear,[1],[],['self-contagion']
tr_904,3,A,6,He just stood there .,fear,[1],[],['self-contagion']
tr_904,3,A,7,It was so obvious .,fear,[1],[],['self-contagion']
tr_904,3,A,8,What should I do ?,fear,[1],[],['self-contagion']
tr_904,3,A,9,I'm so scared .,fear,[1],[],['self-contagion']
tr_904,3,A,10,Can I call the police ?,fear,[1],[],['self-contagion']
tr_904,4,B,1,"Actually , I don't think you can call the police .",neutral,[],[],[]
tr_904,4,B,2,Not yet at least .,neutral,[],[],[]
tr_904,4,B,3,He hasn't done anything .,neutral,[],[],[]
tr_904,4,B,4,And probably the police will just ignore it .,neutral,[],[],[]
tr_904,4,B,5,"But if anything happens again , then maybe you should call .",neutral,[],[],[]
tr_904,5,A,1,Why can't I call the police now ?,fear,"[1, 4, 5]","[""Why can't I call the police now ?""]","['no-context', 'hybrid']"
tr_904,5,A,2,He was definitely following me !,fear,"[1, 4, 5]",[],"['no-context', 'hybrid']"
tr_904,6,B,1,Of course you can call the police if you want .,neutral,[],[],[]
tr_904,6,B,2,That's not what I mean .,neutral,[],[],[]
tr_904,6,B,3,I'm just saying that they probably won't do anything .,neutral,[],[],[]
tr_904,7,A,1,I suppose .,fear,"[1, 4, 5, 6, 7]",[],"['no-context', 'hybrid']"
tr_904,7,A,2,What can they do ?,fear,"[1, 4, 5, 6, 7]",[],"['no-context', 'hybrid']"
tr_904,7,A,3,I don't even know who he is .,fear,"[1, 4, 5, 6, 7]",[],"['no-context', 'hybrid']"
tr_904,8,B,1,"Listen , Carol .",neutral,[],[],[]
tr_904,8,B,2,Don't let this bother you too much .,neutral,[],[],[]
tr_904,8,B,3,Probably it's nothing .,neutral,[],[],[]
tr_904,8,B,4,Just keep your eyes open when you go out .,neutral,[],[],[]
tr_904,8,B,5,"If you see him a third time , and if he follows you again , then I think we should go to the police .",neutral,[],[],[]
tr_904,8,B,6,"But for now , just try not to worry .",neutral,[],[],[]
tr_904,9,A,1,Alright .,neutral,[],[],[]
tr_904,9,A,2,And I won't go to that cafe for awhile .,neutral,[],[],[]
tr_2520,1,A,1,Hey Matt .,happiness,[1],[],['no-context']
tr_2520,1,A,2,I just got a job at a consulting firm .,happiness,[1],['I just got a job at a consulting firm .'],['no-context']
